Symbol,Name,Article,Time,Body,Tokenize,Label
AXTI,AXT Inc,,,,,
CHUBK,CHUBK,,,,,
PFE,"Pfizer, Inc.",11:None,None,[],,
CARZ,First Trust NASDAQ Global Auto Index Fund,,,,,
MRCY,Mercury Systems Inc,,,,,
TRU,TransUnion,1:None,None,[],,
APAM,Artisan Partners Asset Management Inc.,,,,,
EMKR,EMCORE Corporation,,,,,
TCCA,TCCA,,,,,
EVHC^,EVHC^,,,,,
UAL,"United Continental Holdings, Inc.",5:None,None,[],,
TGT,Target Corporation,"6:Target is positioning itself to rebound from setback, analyst says","Tuesday, 28 Feb 2017 |  2:42  PM ET"," ""We are witnessing seismic shifts in retail,"" Cowen &amp; Co. retail analyst Oliver Chen said during an interview on CNBC's ""Power Lunch."" ""Target is resetting itself, rethinking itself and needs to reposition its best assets."" Today consumers are placing more value on convenience and the ease of shopping, Chen told CNBC on Tuesday, as big players like Amazon have come into the industry and changed the pace of the game for everyone. Wal-Mart, for example, has made some major changes to its operations as of late, taking aim at Target with new technology.  ""Setback is a setup for a comeback"" when it comes to Target, Chen said. The big-box retailer is putting up money to invest in areas where the company knows it must be reinvented, he said. Target reported sales and earnings Tuesday that missed Wall Street's expectations, and the stock sank more than 13 percent in early trading, putting it on pace for its worst day since Aug. 31, 1998. Target's gross margin was impacted during the fourth quarter due to elevated markdowns and an increase in digital sales, the company said in its press release. The Minneapolis-based retailer said it plans to continue to invest in lower gross margins in the coming quarters, to ensure its prices remain competitive. ""[Target] is taking margins down, but are they going low enough?"" UBS analyst Michael Lasser asked during the ""Power Lunch"" interview. ""We don't know."" To please investors, Target should be aiming to drive sustainable sales and earnings growth, Lasser said. Overall, Target remains a ""well-loved brand,"" especially by key demographics of shoppers, Chen added, and the retailer is ""facing the music"" of the retail revolution that exists today. ""This is really a test … of how they manage setback."" — CNBC's Krystina Gustafson contributed to this report.","[We, witnessing, seismic, shift, retail, Cowen, amp, Co, retail, analyst, Oliver, Chen, said, interview, CNBC, Power, Lunch, Target, resetting, rethinking, need, reposition, asset, Today, consumer, placing, value, We, witnessing, seismic, shift, retail, Cowen, amp, Co, retail, analyst, Oliver, Chen, said, interview, CNBC, Power, Lunch, Target, resetting, rethinking, need, reposition, asset, Today, consumer, placing, value, convenience, ease, shopping, Chen, told, CNBC, Tuesday, big, player, like, told, CNBC, Tuesday, big, player, like, Amazon, come, industry, changed, game, Wal, Mart, example, made, change, operation, late, taking, aim, Target, technology, Setback, setup, comeback, come, Target, Chen, said, The, big, retailer, putting, invest, area, company, ...]",1.0
NXST,"Nexstar Media Group, Inc.",,,,,
MBOT,Microbot Medical Inc.,,,,,
AVXL,Anavex Life Sciences Corp.,1:None,None,[],,
C.WS.A,C.WS.A,,,,,
FULT,Fulton Financial Corporation,1:None,None,[],,
CNET,"ChinaNet Online Holdings, Inc.",,,,,
CAT,"Caterpillar, Inc.",9:Caterpillar stock slides after law enforcement raids its offices,"Thursday,  2 Mar 2017 |  5:15  PM ET","Caterpillar shares fell Thursday after the company confirmed that law enforcement conducted a search of its facilities, including its headquarters in Peoria, Illinois. The stock shed more than 4 percent in afternoon trade and was the biggest decliner in the Dow Jones industrial average Thursday.  The company told CNBC that law enforcement was executing a search warrant. Caterpillar said it is cooperating with the search.  Later Thursday, the company said in a statement that authorities were collecting documents and electronic information. The U.S. Attorney's Office for the Central District of Illinois confirmed the activity to CNBC, saying law enforcement went to facilities in Peoria, East Peoria and Morton. Caterpillar said the warrant may have been related to and Internal Revenue Service investigation on profits earned by a Swiss subsidiary.  Agents could be seen wearing IRS jackets in video obtained by NBC affiliate WEEK. Source: WEEK-TV Last month, the company said in its annual filing with the Securities and Exchange Commission that the IRS notified Caterpillar of proposed adjustments for its income tax returns between 2010 and 2012. The company said that as part of these audits, the IRS suggested that the company pay taxes on profits earned by it Swiss-based subsidiary. Caterpillar said in its February annual filing that it is ""vigorously contesting the proposed increases to tax and penalties for these years of approximately $2 billion."" The company said in the filing that it believes ""the relevant transactions complied with applicable tax laws and did not violate judicial doctrines."" Based on the information available at the time, Caterpillar said it believes the result will not have a ""material adverse effect on [its] consolidated financial position, liquidity or results of operations."" — CNBC's Jim Forkin contributed to this report.","[Caterpillar, share, Thursday, company, confirmed, enforcement, conducted, search, facility, including, headquarters, Peoria, Illinois, The, shed, percent, afternoon, trade, biggest, decliner, The, shed, percent, afternoon, trade, biggest, decliner, Dow, Jones, industrial, average, Thursday, The, company, told, CNBC, enforcement, executing, search, warrant, Caterpillar, said, cooperating, search, Later, Thursday, company, said, statement, authority, collecting, document, electronic, information, The, U, S, Attorney, Office, Central, information, The, U, S, Attorney, Office, Central, District, Illinois, confirmed, activity, CNBC, saying, enforcement, went, facility, Peoria, East, Peoria, Morton, Caterpillar, said, warrant, related, Internal, Revenue, Service, investigation, profit, earned, Swiss, subsidiary, Agents, seen, wearing, IRS, jacket, video, obtained, NBC, ...]",0.0
W,Wayfair Inc.,,,,,
OPHT,Ophthotech Corporation,,,,,
FSLR,"First Solar, Inc.",3:Cramer: Don't take Trump literally when it comes to stock picking,"Friday, 20 Jan 2017 |  6:13  PM ET","  Jim Cramer says America just swore in its first pure business president, Donald Trump—and it now marks a brave new world for investors.    ""We have been living with Trump's presidency in waiting for nearly three months and I can't think of a previous elected official who has given you more of a pro-growth game plan than Donald J. Trump,"" the ""Mad Money"" host said.    While the possibility of a wave of post-inaugural selling of Trump-related stocks did cross Cramer's mind, he quickly realized that it likely won't happen. If Trump is true to his word, then investors could miss out on the potential gains.  Therefore, ringing the register here could be a mistake, he said.    ""You shouldn't take the President too literally when it comes to stock picking,"" Cramer said.   Since the passage of NAFTA, it has become almost ritual to fire American workers and buy non-American. Unless it becomes too impractical or too expensive to make goods overseas, Cramer found only a small amount of manufacturing companies that fit the ""buy American, hire American"" bill.    Businesses have moved jobs offshore to boost earnings, and those jobs are likely not coming back, Cramer said. The companies that ignored globalization were in fact gobbled up by more aggressive competitors, who then closed factories in the U.S. and moved them overseas.    Thus, the stocks that investors bought on Friday were the ones that fit into the narrow scope of Trump, like concrete, wood, plastics, agriculture and defense.  They also bought American service providers, like housing. However, if business accelerates because of Trump's policies, which means interest rates will go up. That will trigger housing and materials to do poorly because it is more expensive to get a mortgage.    If someone asked Cramer what industry President Barack Obama  favored the most, he would say solar power. Meanwhile, the worst performer in the S&amp;P 500 Index during Obama's tenure was First Solar, down 76 percent.    ""Let's not get too narrowly focused on Trump's agenda,"" Cramer said.    Moving forward, Cramer will be focused on the biggest stock winners from Trump's trifecta of lower corporate taxes, deregulation and the repatriation of overseas funds. This will take time to pass though, which is why Cramer expects to see a honeymoon phase—and then transition into punishment.    ""You should buy stocks into any non-earnings related sell-off and be glad you didn't panic out today because it turns out there was nothing to panic over,"" Cramer said.    Questions for Cramer?  Call Cramer: 1-800-743-CNBC    Want to take a deep dive into Cramer's world? Hit him up!  Mad Money Twitter -  Jim Cramer Twitter - Facebook - Instagram - Vine    Questions, comments, suggestions for the ""Mad Money"" website? madcap@cnbc.com ","[Jim, Cramer, say, America, swore, pure, business, president, Donald, Trump, brave, world, investor, We, living, Trump, presidency, waiting, nearly, month, I, think, previous, elected, official, given, pro, growth, game, plan, Donald, J, Trump, Mad, Money, host, said, While, possibility, wave, job, offshore, boost, earnings, job, likely, coming, Cramer, said, The, company, ignored, globalization, fact, gobbled, aggressive, competitor, closed, factory, U, S, moved, overseas, Thus, investor, bought, Friday, one, fit, narrow, scope, Trump, like, concrete, plastic, agriculture, defense, They, bought, American, trigger, housing, material, poorly, expensive, get, mortgage, If, asked, Cramer, industry, President, Barack, Obama, favored, say, solar, Meanwhile, worst, performer, ...]",1.0
LULU,lululemon athletica inc.,,,,,
QYLD,Horizons NASDAQ-100 Covered Call ETF,,,,,
TPX,"Tempur Sealy International, Inc.","4:Early movers: C, TPX, DIS, AXP, XXIA, LOW, DAL & more","Monday, 30 Jan 2017 |  7:53  AM ET","  Check out which companies are making headlines before the bell:    Citigroup — The bank's CitiMortgage unit announced it would exit its mortgage servicing business by the end of 2018 to focus on mortgage originations. Citi is selling mortgage servicing rights on approximately 780,000 Fannie Mae and Freddie Mac loans to New Residential Mortgage, subject to regulatory approval.   Tempur Sealy — The mattress maker has terminated its supply contracts with mattress retailer Mattress Firm. Tempur Sealy said the two sides were unable to come to an agreement after Mattress Firm asked for significant economic concessions.   Walt Disney — The stock was upgraded to ""overweight"" from ""equal-weight"" at Morgan Stanley, which also raised the price target to $124 per share from $101. Morgan Stanley thinks ESPN has the potential to accelerate revenue growth against a more aggressively managed cost base.   American Express — Keefe, Bruyette, &amp; Woods upgraded the stock to ""outperform"" from ""market perform,"" citing improved fundamentals. KBW said risks remain from a competitive environment, but with lessening impact.   Ixia — Electronic testing equipment maker Keysight Technologies is buying the provider of security solutions for $1.6 billion in cash, or $19.65 per share. Ixia stock had been boosted by reports beginning in early December that it was considering strategic alternatives.   Lowe's — The home improvement retailer announced a new $5 billion repurchase program. The new program will be added to a prior program's balance, which stood at $627 million as of October 28, 2016.   Delta Air Lines — Delta is returning to normal operation after computer problems led to widespread disruptions over the weekend.   Toyota — Toyota saw its four-year streak of leading the world in vehicle sales end in 2016. Newly announced figures by the Japanese automaker show that it came in second to Volkswagen, with sales of 10.18 million vehicles compared to 10.3 million for Volkswagen.   Starbucks — CEO Howard Schultz said the coffee chain would hire 10,000 refugees in 75 countries over the next five years. The move came after President Trump's executive order placing restrictions on travelers from seven countries.   Anthem — Anthem shares are undervalued and could rise by 30 percent, according to a Barron's article. The paper said the health insurer has the most room for profit margin and earnings improvement in the industry, and also has the lowest price to earnings ratio.   Sony — Sony will take a $976 million charge against earnings for its movie business. That comes as Sony cuts the profit outlook for DVDs and other home entertainment areas.   CSX — The railroad operator is in settlement talks with ex-Canadian Pacific CEO Hunter Harrison and activist investment firm Mantle Ridge, according to The Wall Street Journal. The talks could make Harrison the CEO of the rail operator.   Fitbit — The maker of wearable fitness devices will announce job cuts of 5 to 10 percent of its workforce today, according to a report in The Information. That would come amid an announcement that fourth-quarter results were below expectations. Fitbit currently has a workforce of about 1,600.   Fiat Chrysler — The automaker plans to add as many as 400 new U.S. dealerships, according a story in Automotive News. Fiat Chrysler currently has about 2,500 U.S. dealerships.","[focus, mortgage, origination, Citi, selling, mortgage, servicing, right, approximately, Fannie, Mae, Freddie, Mac, loan, New, Residential, Mortgage, subject, regulatory, approval, Tempur, Sealy, The, mattress, maker, terminated, supply, contract, mattress, retailer, Mattress, Firm, Tempur, Sealy, said, unable, come, agreement, Mattress, Firm, mortgage, origination, Citi, selling, mortgage, servicing, right, approximately, Fannie, Mae, Freddie, Mac, loan, New, Residential, Mortgage, subject, regulatory, approval, Tempur, Sealy, The, mattress, maker, terminated, supply, contract, mattress, retailer, Mattress, Firm, Tempur, Sealy, said, unable, come, agreement, Mattress, Firm, asked, Mac, loan, New, Residential, Mortgage, subject, regulatory, approval, Tempur, Sealy, The, mattress, maker, terminated, supply, contract, mattress, retailer, Mattress, Firm, ...]",1.0
VGZ,Vista Gold Corporation,,,,,
IMUC,"ImmunoCellular Therapeutics, Ltd.",,,,,
CRTN,"Cartesian, Inc.",,,,,
ED,Consolidated Edison Inc,,,,,
KTOS,"Kratos Defense & Security Solutions, Inc.",,,,,
JWN,"Nordstrom, Inc.",4:None,None,[],,
MBFIP,MB Financial Inc.,,,,,
DYSL,Dynasil Corporation of America,,,,,
GEB,GEB,,,,,
FB,"Facebook, Inc.",34:Why Snap's unusual headquarters could make the stock risky for investors,"Wednesday, 22 Feb 2017 | 10:26  AM ET","Snap's headquarters are unlike those of any other company. It's a handful of low-slung buildings scattered across the expensive real estate landscape of Venice, California. The main office is a stone's throw from Venice's famous boardwalk, teeming with tourists and joggers, and just a bit further from the surf. The offices make up more than 300,000 square feet across buildings on at least six different streets in Venice. Snap employees pick up breakfast at the cafeteria in one building and then walk across the street to their desks. Many of the buildings are shaded between Venice's famous colonnades, and they're interspersed with some of the hippest coffee shops and restaurants in Los Angeles. The lack of one main headquarters office is unusual enough that the company listed it as a risk in its S-1. ...This diffuse structure may prevent us from fostering positive employee morale and encouraging social interaction among our employees and different business units. Moreover, because our office buildings are dispersed throughout the area, we may be unable to adequately oversee employees and business functions... This spread-out format could not be more different from the typical Silicon Valley office park or San Francisco high-rise. Headquarters like Facebook's Menlo Park campus or Google's in Mountain View are designed to give employees everything they need so they stay put. From gyms and sushi bars, to dry cleaning (even a dentist at Facebook) there's no reason to venture outside, which would mean not only stopping work, but giving up an opportunity to collaborate and brainstorm with colleagues. We don't have any recent footage from inside Snap's offices because the company is notoriously secretive. It's pulled the logos off some of its doors and has a number of security guards outside its buildings, and no windows to peek in. While being so close to the beach certainly has its appeal — and there's lower competition for talent — it also has its drawbacks. The company cites Venice as ""an enticing location to live,"" but warns in its S-1 of ""certain disadvantages such as the increased need to recruit remotely and requiring employees to relocate to Venice, California or the Los Angeles area."" While employees may want to live in Venice, housing is expensive. According to Trulia the median sales price in the area increased 14% in the past year. The price per square foot is just a hair less than Palo Alto and more than 25% higher than in San Francisco. And with real estate inventory tight, that may make it difficult for Snap to find other nearby real estate to expand.","[area, unable, adequately, oversee, employee, business, function, This, spread, format, different, typical, Silicon, Valley, office, San, Francisco, rise, Headquarters, like, Facebook, Menlo, Park, campus, Google, Mountain, View, designed, give, employee, need, stay, put, From, gym, sushi, bar, dry, cleaning, dentist, Facebook, Menlo, Park, campus, Google, Mountain, View, designed, give, employee, need, stay, put, From, gym, sushi, bar, dry, cleaning, dentist, Facebook, reason, venture, outside, mean, stopping, work, giving, opportunity, collaborate, brainstorm, colleague, We, recent, footage, inside, Snap, office, company, notoriously]",0.0
TCB.WS,TCB.WS,,,,,
EIV,Eaton Vance Municipal Bond Fund II,,,,,
CHK,Chesapeake Energy Corporation,1:Chesapeake Energy CEO Lawler supports Trump’s orders for pipeline makers,"Monday,  6 Mar 2017 |  3:22  PM ET","In January, President Donald Trump made clear his insistence that pipeline makers use U.S. materials when they build projects in America, a sign that he will keep pressure on companies in the energy sector. Trump has also revealed how he plans to pressure pipeline companies to comply: by potentially refusing to exercise eminent domain, the government's ability to appropriate private land. ""We support that,"" Chesapeake Energy Chief Executive Doug Lawler told CNBC on Monday. ""We believe the strength of the U.S. is something we need to use to the best of our ability."" Lawler spoke to CNBC's ""Power Lunch"" on site of the annual CERAWeek conference, where experts gathered Monday to discuss the future of the energy industry. Chesapeake, as a U.S. producer, is ""well positioned in this window to continue to invest and provide the energy that the world needs,"" he said, referring to the price per barrel of oil, which now falls between a window of $50 to $55. ""[Chesapeake] will look back … and say this lower commodity price environment is one of the best things that's happened to us,"" CEO Lawler explained. He said it's allowed his company to focus on costs and set priorities, such as improving the balance sheet and furthering use of technology. With a new administration in the White Hosue, Lawler told CNBC he looks forward to working with President Trump and is ""excited about the pro-business environment."" ""Don't underestimate the ingenuity and innovation of the U.S. oil and gas"" companies, he said.  — CNBC's Tom DiChristopher contributed to this report.","[energy, sector, Trump, revealed, plan, pressure, pipeline, company, comply, potentially, refusing, exercise, eminent, domain, government, ability, appropriate, private, We, support, Chesapeake, Energy, Chief, Executive, Doug, Lawler, told, CNBC, Monday, We, believe, strength, U, S, need, use, ability, Lawler, spoke, CNBC, sector, Trump, revealed, plan, pressure, pipeline, company, comply, potentially, refusing, exercise, eminent, domain, government, ability, appropriate, private, We, support, Chesapeake, Energy, Chief, Executive, Doug, Lawler, told, CNBC, Monday, We, believe, strength, U, S, need, use, ability, Lawler, spoke, CNBC, Power, U, S, need, use, ability, Lawler, spoke, CNBC, Power, Lunch, site, CERAWeek, conference, expert, gathered, Monday, discus, future, energy, industry, ...]",1.0
ATNM,"Actinium Pharmaceuticals, Inc.",,,,,
BA,Boeing Company (The),30:President Trump on Dow 20K: 'I'm very proud of that',"Thursday, 26 Jan 2017 |  8:14  AM ET","  President Donald Trump weighed in on the Dow Jones industrial average reaching the 20,000 milestone, saying he was ""very proud.""  In his first network interview from the White House on Wednesday, Trump discussed success in his first week in office, including Dow 20K. ""The first time in history. I'm very proud of that. Now we have to go up, up, up,"" Trump told ABC News.   On Wednesday, the Dow broke above 20,000 for the first time, rising about 150 points as Boeing, Goldman Sachs and IBM  contributed the most gains.    The S&amp;P 500 and Nasdaq also hit highs. The S&amp;P advanced 0.8 percent to a new all-time high, with financials rising more than 1.5 percent. Nasdaq composite gained 0.99 percent, also notching a record high.  —Fred Imbert contributed to this report.","[Jones, industrial, average, reaching, milestone, saying, proud, In, network, interview, White, House, Wednesday, Trump, discussed, success, office, including, Dow, K, The, time, history, I, proud, Now, go, Trump, told, ABC, News, On, Wednesday, Dow, broke, time, rising, point, Boeing, Goldman, Dow, K, The, time, history, I, proud, Now, go, Trump, told, ABC, News, On, Wednesday, Dow, broke, time, rising, point, Boeing, Goldman, Sachs, IBM, contributed, gain, The, S, amp, P, Nasdaq, hit, high, The, S, amp, P, advanced, percent, time, proud, Now, go, Trump, told, ABC, News, On, Wednesday, Dow, broke, time, rising, point, Boeing, Goldman, Sachs, IBM, contributed, gain, ...]",1.0
HCKT,"The Hackett Group, Inc.",1:None,None,[],,
PHH,PHH Corp,1:None,None,[],,
FSZ,FSZ,,,,,
USLM,"United States Lime & Minerals, Inc.",,,,,
BIOA,BioAmber Inc.,,,,,
ERN,Erin Energy Corp.,,,,,
NNN^E,NNN^E,,,,,
MSFT,Microsoft Corporation,"27:Slack just unveiled its answer to Microsoft, and it's already got a couple of huge customers","Tuesday, 31 Jan 2017 |  1:03  PM ET","  Slack exploded as one of the hottest Bay Area start-ups with a super-simple messaging service that helps teams and small companies cut down on email.    On Tuesday, the company introduced a product called Slack Enterprise Grid designed for larger and more complex businesses. The deal will help the start-up justify its $3.8 billion valuation and fend off competition from the likes of Microsoft.     Some of those big customers include IBM and Capital One Financial. Both the product and new clients were announced at an event in San Francisco.    ""These organizations need a different set of tools to help people communicate within and across business lines, and reduce friction around getting work done when multiple groups inside the company are involved,"" Slack said in an email.    The service includes identity management technology, data loss prevention and advanced security systems, and Slack has gained compliance for use in health care and finance, where strict regulations make it more challenging to digitally move data. The company also said it now has 1.5 million paying users.    In November, Microsoft unveiled a product called Teams, bringing together chat and easier collaboration within the Office 365 cloud suite. Slack welcomed Microsoft to the market with a full-page ad in The New York Times:     ","[Tuesday, company, introduced, product, called, Slack, Enterprise, Grid, designed, larger, complex, business, The, help, start, justify, valuation, fend, competition, like, Microsoft, Some, big, customer, include, IBM, Capital, One, Financial, Both, product, client, announced, event, San, Francisco, These, organization, need, different, gained, compliance, use, health, care, finance, strict, regulation, make, challenging, digitally, move, data, The, company, said, paying, user, In, November, Microsoft, unveiled, product, called, Teams, bringing, chat, easier, collaboration, Office, suite, Slack, welcomed, Microsoft, market, full, ad, The, New, York, The, company, said, paying, user, In, November, Microsoft, unveiled, product, called, Teams, bringing, chat, easier, collaboration, Office, suite, Slack, welcomed, ...]",1.0
NUE,Nucor Corporation,"1:    
    These Trump trades have ‘more to go,’ Jefferies says","	  Thursday,  2 Mar 2017 | 11:38  AM ET","With the market reaching a record high Wednesday, Jefferies told clients there are still attractive investment opportunities in stocks that will benefit from President Donald Trump's economic agenda. ""Our latest foray into understanding the implications of potential policy change looks at the 'Trump' stocks in the 'commodity cyclical' sectors. These groups are levered to GDP and are likely beneficiaries of higher inflation ... Jefferies analysts have also identified stocks in these sectors with company specific attributes that may result in even better performance,"" the firm's research team wrote in a Thursday note titled ""Trump stocks in Trump sectors; market hasn't fully rewarded likely winners."" ""The short list of 'Trump stocks' selected by Jefferies analysts has outperformed the industrials and materials, but the analysts believe there's more to go if change is implemented,"" the report added.Here are some of the names that made the firm's recommended list.",[],0.0
GS,"Goldman Sachs Group, Inc. (The)","8:Stocks close lower, pull back from record levels but Snap shines in IPO","Thursday,  2 Mar 2017 |  4:20  PM ET","U.S. equities closed lower on Thursday as financials lagged,  while social media company Snap had a strong performance in its initial public offering. The Dow Jones industrial average fell about 100 points, with Caterpillar contributing the most losses. Caterpillar's stock declined more than 4 percent after law enforcement officials searched their offices. Art Hogan, chief market strategist at Wunderlich Securities, said he is not worried about this decline. ""I'd be much more concerned if, after being up 300 points yesterday, we were up 100 points today."" The S&amp;P 500 declined 0.6 percent, with financials declining more than 1 percent. The Nasdaq composite fell 0.7 percent. ""It's only normal. We're at record levels and at some point, it's natural to see some profit taking,"" said Peter Cardillo, chief market economist at First Standard Financial. Snap — the parent company for social media platform Snapchat — saw its stock risemore than 40 percent, pushing it well above the $17 a share it priced its IPO. Investors eagerly awaited the IPO as they looked for clues on the health of the technology IPO market. ""Given all the negatives associated with this company, it's going to be one of the more interesting stories we'll see in the next few days,"" said Maris Ogg, president at Tower Bridge Advisors. Snap entered public market a day after the three major U.S. stock indexes posted their best session of the year on the back of President Donald Trump's speech to Congress. ""This still is not the major optimism we need for a top,"" said Chuck Self, chief investment officer at iSectors. ""But ... I think there aren't too many more feel-good speeches the president can give without specifics."" Also rising have been expectations for a Federal Reserve rate hike this month, amid a combination of strong economic data and hawkish rhetoric from several key officials. Most recently, Fed Governor Lael Brainard — a known dove in the central bank's monetary policy committee — said Wednesday evening the Fed could raise rates ""soon,"" citing an improved global economy. ""We are closing in on full employment, inflation is moving gradually toward our target, foreign growth is on more solid footing, and risks to the outlook are as close to balanced as they have been in some time,"" Brainard said. Fed Governor Jerome Powell said Thursday that ""the case for a rate increase for March has come together."" Market expectations for a March rate hike were around 80 percent, according to the CME Group's FedWatch tool. ""The Fed finally is on board that the economy is fine, ... and that's a positive for Wall Street,"" said Tower Bridge's Ogg. In economic news,  initial U.S. jobless claims totaled 223,000, well below the expected 243,000. Last week's reading increased 6,000 to 244,000. ""The overall trend in employment continues to be pretty positive,"" said Eric Freedman, chief investment officer at U.S. Bank Wealth Management. ""The real question is whether that will drive more people into the labor market."" U.S. Treasury yields rose, with the two-year note yield hitting a fresh 2009 high, while the 10-year note yield reached its highest level since Feb. 16. The Dow Jones industrial average fell 112.58 points, or 0.53 percent, to close at 21,002.97, with Caterpillar leading decliners and Home Depot the top advancer. The S&amp;P 500 dropped 14.04 points, or 0.59 percent, to end at 2,381.92, with financials leading nine sectors lower and utilities and telecommunications the only risers. The Nasdaq composite declined 42.81 points, or 0.73 percent, to close at 5,861.22. About three stocks declined for every advancer at the New York Stock Exchange, with an exchange volume of 911.06 million and a composite volume of 3.812 billion at the close.  The CBOE Volatility Index (VIX), widely considered the best gauge of fear in the market, traded near 11.9. —Reuters contributed to this report. On tap this week: Thursday Earnings: Costco, Autodesk, American Outdoor Brands, Wingstop 7:00 p.m. Cleveland Fed President Loretta Mester Friday Earnings: WPP Group 9:45 a.m. Services PMI10:00 a.m. ISM nonmanufacturing10:15 a.m. Chicago Fed President Charles Evans, Richmond Fed President Jeffrey Lacker 12:15 p.m. Fed Gov. Jerome Powell1:00 p.m. Federal Reserve Vice Chairman Stanley Fischer at Monetary Policy Forum1:00 p.m. Fed Chair Janet Yellen, Executives Club of Chicago on outlook, with Q&amp;A","[U, S, equity, closed, Thursday, financials, lagged, social, medium, company, Snap, performance, initial, public, offering, The, Dow, Jones, industrial, average, point, U, S, equity, closed, Thursday, financials, lagged, social, medium, company, Snap, performance, initial, public, offering, The, Dow, Jones, industrial, average, point, Caterpillar, contributing, loss, Caterpillar, declined, percent, enforcement, official, searched, office, Art, Hogan, chief, market, Caterpillar, contributing, loss, Caterpillar, declined, percent, enforcement, official, searched, office, Art, Hogan, chief, market, strategist, Wunderlich, Securities, said, worried, decline, I, concerned, point, yesterday, point, today, The, S, amp, P, declined, percent, financials, declining, percent, The, Nasdaq, composite, percent, It, enforcement, official, searched, office, ...]",1.0
ALBO,"Albireo Pharma, Inc.",,,,,
MINI,"Mobile Mini, Inc.",1:None,None,[],,
SPOK,"Spok Holdings, Inc.",,,,,
GTXI,"GTx, Inc.",,,,,
CREG,China Recycling Energy Corporation,,,,,
CGI,"Celadon Group, Inc.",1:None,None,[],,
EOT,EOT,,,,,
LMT,Lockheed Martin Corporation,17:Lockheed 'very close to a deal' on latest F-35 contract with Trump administration,"Tuesday, 24 Jan 2017 |  1:42  PM ET","  Lockheed Martin is ""very close to a deal"" with the government for the 10th delivery lot of its F-35 stealth fighter, an aircraft that President Donald Trump has publicly criticized  as being too expensive.    CEO Marillyn Hewson spoke about the pending deal on the defense contractor's fourth-quarter earnings call Tuesday, calling conversations she's had with the president ""very productive.""    ""President Trump recognizes that the F-35 is a very large program — the largest program in the Department of Defense,"" Hewson said. ""He wants to make the sure that the American taxpayer is getting the lowest possible cost on the program.""    Hewson maintained that these cost reductions would not be about ""slashing our profit"" or hurting the company's margins. Instead, she reiterated that Lockheed has been bringing down the cost of the F-35 aircraft, and is moving forward with a ""sustainment cost reduction"" that will reduce costs in the supply chain and manufacturing.  Moreover, the company is working to take costs out of the materials used as the F-35 program moves along.    ""I've also had the opportunity to share with him [Trump] things that the Department of Defense can do and how they might buy the aircraft differently in the future that might help continue to drive the costs down,"" Hewson said. ""He welcomed that discussion.""    Still, the company's shares were down some 2 percent in early afternoon trading, after the company issued 2017 guidance that fell short of Wall Street consensus estimates. That shortfall was the result of pension impacts.    The 10th lot of the F-35 aircraft represents a total of 90 planes. Lockheed projects the F-35A aircraft's current per-unit cost of about $100 million will fall to $85 million by the time it reaches the 13th lot of the so-called low-rate initial production. The current production of the aircraft is in lot 10.   Hewson referred to the F-35 program as ""a growth engine"" for Lockheed, saying, ""We continue to see growing international demand for it.""    ""It's not just the program of record that we have with the U.S. government on the services that are buying the aircraft and the international partners that are already signed up, but many other countries are showing interest in the program,"" she said.    There's still a possibility Lockheed could see some impact if the Pentagon buys more of Boeing's F-18 fighter jets, as the president has suggested. Trump has expressed interest in the older F-18 fighter because of its lower cost, although the Boeing-produced plane doesn't have all the high-tech stealth capabilities of the fifth-generation F-35 planes. ","[Lockheed, Martin, government, th, delivery, lot, F, stealth, fighter, aircraft, President, Donald, Trump, publicly, criticized, expensive, CEO, Marillyn, Hewson, spoke, Lockheed, Martin, government, th, delivery, lot, F, stealth, fighter, aircraft, President, Donald, Trump, publicly, criticized, expensive, CEO, Marillyn, Hewson, spoke, pending, make, sure, American, taxpayer, getting, lowest, possible, cost, program, Hewson, maintained, cost, reduction, slashing, profit, hurting, company, margin, Instead, reiterated, Lockheed, bringing, cost, F, aircraft, moving, forward, sustainment, cost, reduction, reduce, cost, supply, chain, manufacturing, Moreover, company, working, take, cost, company, issued, guidance, Wall, Street, consensus, estimate, That, shortfall, result, pension, impact, The, th, lot, F, aircraft, represents, total, ...]",1.0
